image_id,mask_id
550d02a1-rolha000059.png,550d02a1-rolha000059.png
579ddfac-rolha000167.png,579ddfac-rolha000167.png
57c14d3b-rolha000087.png,57c14d3b-rolha000087.png
57d8ef18-rolha000046.png,57d8ef18-rolha000046.png
58658119-rolha000195.png,58658119-rolha000195.png
59f37343-rolha000135.png,59f37343-rolha000135.png
5b47b3c6-rolha000213.png,5b47b3c6-rolha000213.png
5bec949a-rolha000107.png,5bec949a-rolha000107.png
5c2e5d6c-rolha000226.png,5c2e5d6c-rolha000226.png
5db21336-rolha000166.png,5db21336-rolha000166.png
5e1f5479-rolha000050.png,5e1f5479-rolha000050.png
5e807a5b-rolha000125.png,5e807a5b-rolha000125.png
5ecf71ee-rolha000031.png,5ecf71ee-rolha000031.png
5f4adfd2-rolha000054.png,5f4adfd2-rolha000054.png
5f5f05cd-rolha000097.png,5f5f05cd-rolha000097.png
61f9874b-rolha000240.png,61f9874b-rolha000240.png
622f9548-rolha000057.png,622f9548-rolha000057.png
63280f05-rolha000086.png,63280f05-rolha000086.png
645edeaa-rolha000164.png,645edeaa-rolha000164.png
6468601b-rolha000150.png,6468601b-rolha000150.png
65c3216d-rolha000039.png,65c3216d-rolha000039.png
65e79b1c-rolha000236.png,65e79b1c-rolha000236.png
6608e7ce-rolha000102.png,6608e7ce-rolha000102.png
668dbd80-rolha000225.png,668dbd80-rolha000225.png
67880a15-rolha000144.png,67880a15-rolha000144.png
68d46186-rolha000138.png,68d46186-rolha000138.png
6a67d366-rolha000093.png,6a67d366-rolha000093.png
6a8b82c5-rolha000065.png,6a8b82c5-rolha000065.png
6aa77886-rolha000122.png,6aa77886-rolha000122.png
6d219d59-rolha000060.png,6d219d59-rolha000060.png
6d3e5c33-rolha000158.png,6d3e5c33-rolha000158.png
6de82c6b-rolha000147.png,6de82c6b-rolha000147.png
6e795a74-rolha000075.png,6e795a74-rolha000075.png
6ea0d1aa-rolha000010.png,6ea0d1aa-rolha000010.png
6f0de446-rolha000130.png,6f0de446-rolha000130.png
6f9a0877-rolha000233.png,6f9a0877-rolha000233.png
6fa414c1-rolha000084.png,6fa414c1-rolha000084.png
6fbc2d2e-rolha000059.png,6fbc2d2e-rolha000059.png
6fd56d35-rolha000155.png,6fd56d35-rolha000155.png
6fe9e842-rolha000123.png,6fe9e842-rolha000123.png
701797d8-rolha000157.png,701797d8-rolha000157.png
7131fdbf-rolha000089.png,7131fdbf-rolha000089.png
71651a69-rolha000047.png,71651a69-rolha000047.png
721b8ba3-rolha000108.png,721b8ba3-rolha000108.png
72c96d4c-rolha000015.png,72c96d4c-rolha000015.png
730c3f86-rolha000241.png,730c3f86-rolha000241.png
747afb4b-rolha000042.png,747afb4b-rolha000042.png
75970574-rolha000049.png,75970574-rolha000049.png
765656e9-rolha000113.png,765656e9-rolha000113.png
76897a1c-rolha000242.png,76897a1c-rolha000242.png
786a157f-rolha000078.png,786a157f-rolha000078.png
78d3bea9-rolha000186.png,78d3bea9-rolha000186.png
79cef480-rolha000056.png,79cef480-rolha000056.png
7a87604f-rolha000154.png,7a87604f-rolha000154.png
7b9489d1-rolha000103.png,7b9489d1-rolha000103.png
7c530d3f-rolha000036.png,7c530d3f-rolha000036.png
7cc2556a-rolha000079.png,7cc2556a-rolha000079.png
7cda9270-rolha000028.png,7cda9270-rolha000028.png
7cf309da-rolha000179.png,7cf309da-rolha000179.png
7d75c9e6-rolha000115.png,7d75c9e6-rolha000115.png
7e49efad-rolha000076.png,7e49efad-rolha000076.png
7ee0e7d5-rolha000144.png,7ee0e7d5-rolha000144.png
7f239da9-rolha000002.png,7f239da9-rolha000002.png
80c62aff-rolha000017.png,80c62aff-rolha000017.png
812a30e6-rolha000057.png,812a30e6-rolha000057.png
818b1167-rolha000134.png,818b1167-rolha000134.png
81da7d2f-rolha000084.png,81da7d2f-rolha000084.png
8233de1b-rolha000136.png,8233de1b-rolha000136.png
8250753c-rolha000137.png,8250753c-rolha000137.png
84fb2dd8-rolha000071.png,84fb2dd8-rolha000071.png
85033b4a-rolha000081.png,85033b4a-rolha000081.png
855b1ffb-rolha000076.png,855b1ffb-rolha000076.png
85a666e3-rolha000075.png,85a666e3-rolha000075.png
86325e66-rolha000027.png,86325e66-rolha000027.png
87569ae5-rolha000222.png,87569ae5-rolha000222.png
87b8e029-rolha000092.png,87b8e029-rolha000092.png
887aff5b-rolha000048.png,887aff5b-rolha000048.png
88f38704-rolha000117.png,88f38704-rolha000117.png
89ac07ac-rolha000211.png,89ac07ac-rolha000211.png
89d5bcb5-rolha000110.png,89d5bcb5-rolha000110.png
8a583d53-rolha000230.png,8a583d53-rolha000230.png
8ab4d362-rolha000089.png,8ab4d362-rolha000089.png
8bb14401-rolha000042.png,8bb14401-rolha000042.png
8bc70353-rolha000028.png,8bc70353-rolha000028.png
8c0d3d93-rolha000011.png,8c0d3d93-rolha000011.png
8dc14ca1-rolha000045.png,8dc14ca1-rolha000045.png
8df2f4e2-rolha000174.png,8df2f4e2-rolha000174.png
8e1172f2-rolha000025.png,8e1172f2-rolha000025.png
8ea3609b-rolha000041.png,8ea3609b-rolha000041.png
8f6d4213-rolha000052.png,8f6d4213-rolha000052.png
8fb2c7eb-rolha000142.png,8fb2c7eb-rolha000142.png
903a7a51-rolha000096.png,903a7a51-rolha000096.png
92288546-rolha000021.png,92288546-rolha000021.png
93fe6903-rolha000185.png,93fe6903-rolha000185.png
95676c4b-rolha000085.png,95676c4b-rolha000085.png
95da0246-rolha000029.png,95da0246-rolha000029.png
9666f798-rolha000051.png,9666f798-rolha000051.png
9766c1cc-rolha000121.png,9766c1cc-rolha000121.png
97be6e45-rolha000231.png,97be6e45-rolha000231.png
98304802-rolha000184.png,98304802-rolha000184.png
98efbb5a-rolha000188.png,98efbb5a-rolha000188.png
99182931-rolha000033.png,99182931-rolha000033.png
99a65518-rolha000032.png,99a65518-rolha000032.png
99da4693-rolha000168.png,99da4693-rolha000168.png
9a713d29-rolha000124.png,9a713d29-rolha000124.png
9a7b45a5-rolha000067.png,9a7b45a5-rolha000067.png
9a838db2-rolha000094.png,9a838db2-rolha000094.png
9b24a6f5-rolha000143.png,9b24a6f5-rolha000143.png
9b45160f-rolha000145.png,9b45160f-rolha000145.png
9c07b3eb-rolha000066.png,9c07b3eb-rolha000066.png
9c23ac1f-rolha000062.png,9c23ac1f-rolha000062.png
9c943b76-rolha000016.png,9c943b76-rolha000016.png
9d36b01c-rolha000019.png,9d36b01c-rolha000019.png
9de26df5-rolha000026.png,9de26df5-rolha000026.png
9e24cb2a-rolha000248.png,9e24cb2a-rolha000248.png
9e92c81b-rolha000127.png,9e92c81b-rolha000127.png
9f294f3d-rolha000146.png,9f294f3d-rolha000146.png
9f6b0eab-rolha000021.png,9f6b0eab-rolha000021.png
a0694561-rolha000223.png,a0694561-rolha000223.png
a1cbb060-rolha000007.png,a1cbb060-rolha000007.png
a27aecb8-rolha000140.png,a27aecb8-rolha000140.png
a394aa70-rolha000055.png,a394aa70-rolha000055.png
a43d5880-rolha000072.png,a43d5880-rolha000072.png
a49c3850-rolha000006.png,a49c3850-rolha000006.png
a4cb9636-rolha000093.png,a4cb9636-rolha000093.png
a50e6455-rolha000060.png,a50e6455-rolha000060.png
a52da544-rolha000098.png,a52da544-rolha000098.png
a73182f5-rolha000003.png,a73182f5-rolha000003.png
a79b1934-rolha000132.png,a79b1934-rolha000132.png
a81cc5e9-rolha000200.png,a81cc5e9-rolha000200.png
a84fadf0-rolha000183.png,a84fadf0-rolha000183.png
a8996edb-rolha000116.png,a8996edb-rolha000116.png
a8c4abdc-rolha000164.png,a8c4abdc-rolha000164.png
a9547188-rolha000009.png,a9547188-rolha000009.png
a97b092a-rolha000053.png,a97b092a-rolha000053.png
a9c1db0d-rolha000175.png,a9c1db0d-rolha000175.png
ab1cad04-rolha000119.png,ab1cad04-rolha000119.png
acf5bef2-rolha000096.png,acf5bef2-rolha000096.png
ad557e79-rolha000015.png,ad557e79-rolha000015.png
ad7f06e8-rolha000070.png,ad7f06e8-rolha000070.png
ae010cd3-rolha000069.png,ae010cd3-rolha000069.png
ae0c0173-rolha000012.png,ae0c0173-rolha000012.png
ae140aa1-rolha000004.png,ae140aa1-rolha000004.png
ae3ddcb8-rolha000103.png,ae3ddcb8-rolha000103.png
aee67ba4-rolha000192.png,aee67ba4-rolha000192.png
b04e6e37-rolha000149.png,b04e6e37-rolha000149.png
b0bdc26e-rolha000139.png,b0bdc26e-rolha000139.png
b10920e7-rolha000208.png,b10920e7-rolha000208.png
b2510fdf-rolha000154.png,b2510fdf-rolha000154.png
b29bc83e-rolha000112.png,b29bc83e-rolha000112.png
b2a35598-rolha000161.png,b2a35598-rolha000161.png
b3611822-rolha000064.png,b3611822-rolha000064.png
b36e3b1e-rolha000013.png,b36e3b1e-rolha000013.png
b3eb1a7f-rolha000039.png,b3eb1a7f-rolha000039.png
b403b148-rolha000080.png,b403b148-rolha000080.png
b5d14e39-rolha000180.png,b5d14e39-rolha000180.png
b600c6f5-rolha000017.png,b600c6f5-rolha000017.png
b60a06d4-rolha000151.png,b60a06d4-rolha000151.png
b613ad87-rolha000138.png,b613ad87-rolha000138.png
b6bd11c2-rolha000107.png,b6bd11c2-rolha000107.png
b7add546-rolha000193.png,b7add546-rolha000193.png
b7e5f504-rolha000074.png,b7e5f504-rolha000074.png
b95e1009-rolha000227.png,b95e1009-rolha000227.png
b99e75a7-rolha000003.png,b99e75a7-rolha000003.png
b9a21618-rolha000187.png,b9a21618-rolha000187.png
b9df446f-rolha000125.png,b9df446f-rolha000125.png
ba03f521-rolha000008.png,ba03f521-rolha000008.png
ba7ced93-rolha000054.png,ba7ced93-rolha000054.png
bb1d5660-rolha000051.png,bb1d5660-rolha000051.png
bb48c752-rolha000173.png,bb48c752-rolha000173.png
bc0f7179-rolha000167.png,bc0f7179-rolha000167.png
bc248551-rolha000106.png,bc248551-rolha000106.png
bc710de6-rolha000109.png,bc710de6-rolha000109.png
bcac05a4-rolha000091.png,bcac05a4-rolha000091.png
bcdfe8e0-rolha000104.png,bcdfe8e0-rolha000104.png
bce2203d-rolha000087.png,bce2203d-rolha000087.png
bd0084b5-rolha000132.png,bd0084b5-rolha000132.png
bee1c942-rolha000065.png,bee1c942-rolha000065.png
bf4bf52d-rolha000034.png,bf4bf52d-rolha000034.png
c0e6dd19-rolha000177.png,c0e6dd19-rolha000177.png
c27eb5fc-rolha000182.png,c27eb5fc-rolha000182.png
c2faa307-rolha000063.png,c2faa307-rolha000063.png
c3a1b599-rolha000156.png,c3a1b599-rolha000156.png
c44feb72-rolha000121.png,c44feb72-rolha000121.png
c453d4e7-rolha000095.png,c453d4e7-rolha000095.png
c527982c-rolha000034.png,c527982c-rolha000034.png
c60ee3c6-rolha000205.png,c60ee3c6-rolha000205.png
c644d4b6-rolha000232.png,c644d4b6-rolha000232.png
c6f6e453-rolha000216.png,c6f6e453-rolha000216.png
c70df966-rolha000072.png,c70df966-rolha000072.png
c760f5c8-rolha000215.png,c760f5c8-rolha000215.png
c7f9904f-rolha000009.png,c7f9904f-rolha000009.png
c846beb5-rolha000131.png,c846beb5-rolha000131.png
c84c6abc-rolha000062.png,c84c6abc-rolha000062.png
ca058894-rolha000071.png,ca058894-rolha000071.png
cb5a2e5d-rolha000099.png,cb5a2e5d-rolha000099.png
cb6d5b3a-rolha000113.png,cb6d5b3a-rolha000113.png
cc9205aa-rolha000237.png,cc9205aa-rolha000237.png
cd4f394d-rolha000008.png,cd4f394d-rolha000008.png
cde08603-rolha000004.png,cde08603-rolha000004.png
cef03ffb-rolha000038.png,cef03ffb-rolha000038.png
cf65469b-rolha000146.png,cf65469b-rolha000146.png
cf82364e-rolha000070.png,cf82364e-rolha000070.png
d00dd815-rolha000029.png,d00dd815-rolha000029.png
d07e400e-rolha000050.png,d07e400e-rolha000050.png
d0df484c-rolha000207.png,d0df484c-rolha000207.png
d0efcf09-rolha000022.png,d0efcf09-rolha000022.png
d185b5a4-rolha000108.png,d185b5a4-rolha000108.png
d197d146-rolha000228.png,d197d146-rolha000228.png
d1b9b8ee-rolha000036.png,d1b9b8ee-rolha000036.png
d30e9262-rolha000090.png,d30e9262-rolha000090.png
d349fa7b-rolha000119.png,d349fa7b-rolha000119.png
d381ae80-rolha000117.png,d381ae80-rolha000117.png
d38cae12-rolha000082.png,d38cae12-rolha000082.png
d3c14d61-rolha000128.png,d3c14d61-rolha000128.png
d479e481-rolha000150.png,d479e481-rolha000150.png
d56a0a83-rolha000118.png,d56a0a83-rolha000118.png
d5d6774a-rolha000114.png,d5d6774a-rolha000114.png
d65e617b-rolha000026.png,d65e617b-rolha000026.png
d691f870-rolha000086.png,d691f870-rolha000086.png
d69731e2-rolha000221.png,d69731e2-rolha000221.png
d6ca7363-rolha000106.png,d6ca7363-rolha000106.png
d6ef21b5-rolha000218.png,d6ef21b5-rolha000218.png
da4caec4-rolha000068.png,da4caec4-rolha000068.png
da9a5617-rolha000160.png,da9a5617-rolha000160.png
dbd94fbb-rolha000105.png,dbd94fbb-rolha000105.png
dc05d31b-rolha000049.png,dc05d31b-rolha000049.png
dc36884c-rolha000031.png,dc36884c-rolha000031.png
dcdf2ff6-rolha000104.png,dcdf2ff6-rolha000104.png
dd92e541-rolha000058.png,dd92e541-rolha000058.png
de7507dd-rolha000196.png,de7507dd-rolha000196.png
dec5d61e-rolha000172.png,dec5d61e-rolha000172.png
dfbe8d01-rolha000098.png,dfbe8d01-rolha000098.png
dff9cdf7-rolha000155.png,dff9cdf7-rolha000155.png
e048eed3-rolha000124.png,e048eed3-rolha000124.png
e12188f5-rolha000111.png,e12188f5-rolha000111.png
e2061410-rolha000080.png,e2061410-rolha000080.png
e27db6ec-rolha000217.png,e27db6ec-rolha000217.png
e5266361-rolha000181.png,e5266361-rolha000181.png
e5aae24b-rolha000016.png,e5aae24b-rolha000016.png
e6535480-rolha000122.png,e6535480-rolha000122.png
e6be63d6-rolha000024.png,e6be63d6-rolha000024.png
e6f62df5-rolha000161.png,e6f62df5-rolha000161.png
e8a32eee-rolha000153.png,e8a32eee-rolha000153.png
eae5ea14-rolha000135.png,eae5ea14-rolha000135.png
eaf98df0-rolha000053.png,eaf98df0-rolha000053.png
ec5bacaa-rolha000044.png,ec5bacaa-rolha000044.png
ed0af8c3-rolha000120.png,ed0af8c3-rolha000120.png
edd2ca9e-rolha000149.png,edd2ca9e-rolha000149.png
edf3316d-rolha000099.png,edf3316d-rolha000099.png
ee8ac323-rolha000040.png,ee8ac323-rolha000040.png
ee98f68c-rolha000202.png,ee98f68c-rolha000202.png
eee15aa6-rolha000189.png,eee15aa6-rolha000189.png
ef2a12e2-rolha000235.png,ef2a12e2-rolha000235.png
f00d44bb-rolha000160.png,f00d44bb-rolha000160.png
f0dd65a8-rolha000220.png,f0dd65a8-rolha000220.png
f138302e-rolha000115.png,f138302e-rolha000115.png
f2516a71-rolha000061.png,f2516a71-rolha000061.png
f27599d8-rolha000158.png,f27599d8-rolha000158.png
f293fe60-rolha000041.png,f293fe60-rolha000041.png
f2a62bf9-rolha000102.png,f2a62bf9-rolha000102.png
f2e4e72e-rolha000035.png,f2e4e72e-rolha000035.png
f30860e9-rolha000064.png,f30860e9-rolha000064.png
f31ec316-rolha000006.png,f31ec316-rolha000006.png
f3326623-rolha000078.png,f3326623-rolha000078.png
f479368b-rolha000141.png,f479368b-rolha000141.png
f47f71ab-rolha000018.png,f47f71ab-rolha000018.png
f49ecde3-rolha000101.png,f49ecde3-rolha000101.png
f64b7907-rolha000206.png,f64b7907-rolha000206.png
f7786613-rolha000097.png,f7786613-rolha000097.png
f86aed3a-rolha000244.png,f86aed3a-rolha000244.png
f9602432-rolha000088.png,f9602432-rolha000088.png
fb778bbf-rolha000081.png,fb778bbf-rolha000081.png
fcc91968-rolha000198.png,fcc91968-rolha000198.png
fd10de5c-rolha000101.png,fd10de5c-rolha000101.png
fdb2eb15-rolha000171.png,fdb2eb15-rolha000171.png
fe488e8d-rolha000095.png,fe488e8d-rolha000095.png
ff964764-rolha000052.png,ff964764-rolha000052.png
ffe3b771-rolha000044.png,ffe3b771-rolha000044.png
